id,year,team1,score1,score2,team2,Play Off Game?,Home Odds,Draw Odds,Away Odds,Bookmakers Surveyed,Date,Kick-off (local)
1032,2009,Adelaide Utd,1,0,Brisbane Roar,Y,2.56,3.21,2.6,8,21-Feb-09,18:30
1033,2009,Melbourne Victory,4,0,Adelaide Utd,Y,1.82,3.41,4.08,8,14-Feb-09,19:30
1034,2009,Brisbane Roar,2,1,Central Coast Mariners,Y,1.9,3.36,3.79,8,13-Feb-09,19:30
1035,2009,Adelaide Utd,0,2,Melbourne Victory,Y,2.38,3.19,2.81,7,07-Feb-09,18:30
1036,2009,Central Coast Mariners,0,2,Brisbane Roar,Y,2.44,3.21,2.71,7,06-Feb-09,20:00
1037,2009,Central Coast Mariners,0,1,Adelaide Utd,N,3.32,3.29,2.06,8,25-Jan-09,19:00
1038,2009,Sydney FC,4,0,Newcastle Jets,N,1.77,3.43,4.41,8,25-Jan-09,17:00
1039,2009,Brisbane Roar,4,2,Perth Glory,N,1.36,4.23,8.13,8,24-Jan-09,20:00
1040,2009,Melbourne Victory,2,0,Wellington Phoenix,N,1.48,3.86,6.55,7,23-Jan-09,20:00
1041,2009,Newcastle Jets,2,1,Perth Glory,N,2.19,3.29,3.1,8,18-Jan-09,17:00
1042,2009,Wellington Phoenix,1,1,Adelaide Utd,N,2.93,3.32,2.29,7,18-Jan-09,17:00
1043,2009,Brisbane Roar,3,1,Sydney FC,N,1.91,3.33,3.73,8,17-Jan-09,19:00
1044,2009,Melbourne Victory,3,0,Central Coast Mariners,N,1.85,3.35,3.93,7,16-Jan-09,20:00
1045,2009,Adelaide Utd,0,0,Brisbane Roar,N,2.05,3.27,3.4,7,14-Jan-09,19:30
1046,2009,Perth Glory,3,2,Melbourne Victory,N,3.14,3.24,2.1,7,11-Jan-09,18:00
1047,2009,Sydney FC,1,0,Wellington Phoenix,N,2.05,3.24,3.3,8,11-Jan-09,18:00
1048,2009,Central Coast Mariners,3,4,Brisbane Roar,N,2.29,3.19,2.85,8,10-Jan-09,19:00
1049,2009,Adelaide Utd,2,0,Newcastle Jets,N,1.5,3.72,6.16,7,09-Jan-09,19:30
1050,2009,Melbourne Victory,1,0,Adelaide Utd,N,2.16,3.17,3.15,8,06-Jan-09,19:30
1051,2009,Wellington Phoenix,3,0,Newcastle Jets,N,1.87,3.31,3.89,8,04-Jan-09,19:00
1052,2009,Adelaide Utd,2,0,Sydney FC,N,1.79,3.29,4.13,8,03-Jan-09,19:30
1053,2009,Melbourne Victory,2,1,Brisbane Roar,N,2.1,3.26,3.12,8,02-Jan-09,20:00
1054,2008,Central Coast Mariners,1,0,Perth Glory,N,1.69,3.39,4.64,8,31-Dec-08,18:00
1055,2008,Brisbane Roar,3,2,Wellington Phoenix,N,1.79,3.27,4.15,8,28-Dec-08,18:00
1056,2008,Melbourne Victory,3,2,Sydney FC,N,1.86,3.26,3.85,8,27-Dec-08,19:00
1057,2008,Perth Glory,0,1,Adelaide Utd,N,2.76,3.22,2.33,8,26-Dec-08,20:00
1058,2008,Newcastle Jets,1,2,Central Coast Mariners,N,2.41,3.19,2.66,8,26-Dec-08,20:00
1059,2008,Sydney FC,1,4,Perth Glory,N,1.7,3.39,4.53,8,21-Dec-08,17:00
1060,2008,Newcastle Jets,4,2,Melbourne Victory,N,3.94,3.26,1.84,8,19-Dec-08,20:00
1061,2008,Wellington Phoenix,1,0,Central Coast Mariners,N,2.51,3.17,2.57,8,19-Dec-08,19:30
1062,2008,Brisbane Roar,2,1,Newcastle Jets,N,1.93,3.24,3.7,8,14-Dec-08,18:00
1063,2008,Central Coast Mariners,2,1,Sydney FC,N,2.28,3.21,2.83,8,13-Dec-08,19:00
1064,2008,Wellington Phoenix,1,1,Perth Glory,N,2.02,3.32,3.29,8,13-Dec-08,19:00
1065,2008,Newcastle Jets,1,2,Sydney FC,N,2.46,3.14,2.61,8,07-Dec-08,17:00
1066,2008,Perth Glory,3,1,Melbourne Victory,N,3.29,3.23,2.04,8,06-Dec-08,18:00
1067,2008,Central Coast Mariners,1,1,Brisbane Roar,N,2.39,3.21,2.66,8,06-Dec-08,18:00
1068,2008,Adelaide Utd,6,1,Wellington Phoenix,N,1.7,3.38,4.68,7,05-Dec-08,19:30
1069,2008,Newcastle Jets,1,1,Adelaide Utd,N,3.41,3.25,2.01,7,30-Nov-08,17:00
1070,2008,Perth Glory,2,2,Central Coast Mariners,N,3.3,3.23,2.06,7,29-Nov-08,18:00
1071,2008,Sydney FC,1,1,Brisbane Roar,N,2.38,3.18,2.75,7,28-Nov-08,20:00
1072,2008,Wellington Phoenix,2,1,Melbourne Victory,N,3.45,3.25,1.99,7,28-Nov-08,19:30
1073,2008,Brisbane Roar,4,1,Perth Glory,N,1.69,3.41,4.73,7,23-Nov-08,17:00
1074,2008,Wellington Phoenix,2,0,Newcastle Jets,N,2.18,3.25,3.05,7,23-Nov-08,18:00
1075,2008,Adelaide Utd,2,0,Sydney FC,N,2.27,3.23,2.88,7,22-Nov-08,18:30
1076,2008,Melbourne Victory,2,1,Central Coast Mariners,N,1.98,3.26,3.43,7,21-Nov-08,20:00
1077,2008,Central Coast Mariners,3,0,Adelaide Utd,N,2.17,3.22,3.04,7,15-Nov-08,19:30
1078,2008,Perth Glory,2,2,Newcastle Jets,N,2.25,3.18,2.83,4,09-Nov-08,17:00
1079,2008,Brisbane Roar,0,1,Melbourne Victory,N,2.74,3.16,2.34,5,08-Nov-08,19:00
1080,2008,Sydney FC,1,2,Wellington Phoenix,N,1.45,3.75,6.4,4,07-Nov-08,20:00
1081,2008,Perth Glory,2,0,Wellington Phoenix,N,2.14,3.18,3.06,6,02-Nov-08,17:00
1082,2008,Newcastle Jets,1,2,Brisbane Roar,N,2.29,3.18,2.8,5,02-Nov-08,17:00
1083,2008,Sydney FC,3,3,Central Coast Mariners,N,1.98,3.27,3.34,6,01-Nov-08,19:00
1084,2008,Adelaide Utd,2,3,Melbourne Victory,N,2.05,3.18,3.28,6,31-Oct-08,19:30
1085,2008,Adelaide Utd,2,1,Perth Glory,N,1.77,3.29,4.12,6,26-Oct-08,16:30
1086,2008,Wellington Phoenix,0,1,Brisbane Roar,N,2.47,3.13,2.6,6,26-Oct-08,17:00
1087,2008,Melbourne Victory,0,2,Sydney FC,N,1.98,3.22,3.4,6,25-Oct-08,19:00
1088,2008,Central Coast Mariners,1,0,Newcastle Jets,N,2.18,3.19,2.99,5,24-Oct-08,20:00
1089,2008,Perth Glory,2,1,Sydney FC,N,3.59,3.27,1.92,5,19-Oct-08,14:00
1090,2008,Central Coast Mariners,0,1,Wellington Phoenix,N,1.68,3.38,4.53,5,19-Oct-08,15:00
1091,2008,Newcastle Jets,1,0,Melbourne Victory,N,3.1,3.2,2.1,4,18-Oct-08,19:00
1092,2008,Brisbane Roar,0,1,Adelaide Utd,N,2.22,3.13,2.97,5,17-Oct-08,19:30
1093,2008,Newcastle Jets,2,2,Wellington Phoenix,N,1.94,3.24,3.55,5,06-Oct-08,15:00
1094,2008,Sydney FC,1,1,Brisbane Roar,N,1.89,3.22,3.72,6,04-Oct-08,19:00
1095,2008,Melbourne Victory,4,0,Perth Glory,N,1.48,3.68,6.48,6,04-Oct-08,17:00
1096,2008,Adelaide Utd,3,3,Central Coast Mariners,N,2.07,3.2,3.2,6,03-Oct-08,19:30
1097,2008,Melbourne Victory,0,2,Brisbane Roar,N,1.78,3.26,4.17,6,28-Sep-08,17:00
1098,2008,Wellington Phoenix,2,1,Sydney FC,N,4.05,3.24,1.81,6,28-Sep-08,17:00
1099,2008,Adelaide Utd,2,0,Newcastle Jets,N,2.11,3.15,3.15,5,27-Sep-08,18:30
1100,2008,Central Coast Mariners,4,1,Perth Glory,N,1.61,3.42,5.06,6,26-Sep-08,20:00
1101,2008,Perth Glory,1,0,Wellington Phoenix,N,2.16,3.11,3.07,6,21-Sep-08,15:00
1102,2008,Sydney FC,3,0,Adelaide Utd,N,1.76,3.32,4.15,6,20-Sep-08,17:00
1103,2008,Brisbane Roar,0,1,Newcastle Jets,N,2.13,3.16,3.1,5,19-Sep-08,20:00
1104,2008,Perth Glory,0,3,Brisbane Roar,N,2.59,3.19,2.45,6,14-Sep-08,15:00
1105,2008,Wellington Phoenix,0,0,Central Coast Mariners,N,2.57,3.19,2.47,6,14-Sep-08,17:00
1106,2008,Newcastle Jets,0,0,Sydney FC,N,2.84,3.2,2.26,5,13-Sep-08,19:00
1107,2008,Melbourne Victory,1,0,Adelaide Utd,N,1.92,3.2,3.61,6,12-Sep-08,18:00
1108,2008,Brisbane Roar,2,4,Central Coast Mariners,N,2.22,3.14,2.94,6,31-Aug-08,17:00
1109,2008,Sydney FC,5,2,Perth Glory,N,1.66,3.4,4.66,6,31-Aug-08,15:00
1110,2008,Adelaide Utd,3,0,Wellington Phoenix,N,1.75,3.34,4.22,6,30-Aug-08,18:30
1111,2008,Melbourne Victory,5,0,Newcastle Jets,N,1.78,3.35,4.03,4,29-Aug-08,18:00
