number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
3108418170,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Bayside,27-01-17,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises,$880 ,GM CABS PTY LTD,14-02-17,Botany Bay City Council
3108246644,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - also fail to display potentially hazardous food under temperature control,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,27-04-16,Holroyd City Council
3108246653,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,27-04-16,Holroyd City Council
3108246662,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,27-04-16,Holroyd City Council
3108248074,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Cumberland,27-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,28-09-16,Holroyd City Council
3108248083,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Cumberland,27-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,28-09-16,Holroyd City Council
3108248092,GODAVARI BIRYANI & DOSA HOUSE,1/42-44 DUNMORE STREET WENTWORTHVILLE 2145,Cumberland,27-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,GODAVARI BIRYANI & DOSA HOUSE PTY LTD,28-09-16,Holroyd City Council
3071905138,GOLDEN BO RESTAURANT,"SHOP 3A, 72-76 ARCHER STREET CHATSWOOD 2067",Willoughby,23-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,$440 ,"PHAM, H TRUNG",16-03-16,Willoughby City Council
3071905147,GOLDEN BO RESTAURANT,"SHOP 3A, 72-76 ARCHER STREET CHATSWOOD 2067",Willoughby,23-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"PHAM, H TRUNG",16-03-16,Willoughby City Council
3071905156,GOLDEN BO RESTAURANT,"SHOP 3A, 72-76 ARCHER STREET CHATSWOOD 2067",Willoughby,23-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$440 ,"PHAM, H TRUNG",16-03-16,Willoughby City Council
3071905165,GOLDEN BO RESTAURANT,"SHOP 3A, 72-76 ARCHER STREET CHATSWOOD 2067",Willoughby,23-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,$440 ,"PHAM, H TRUNG",16-03-16,Willoughby City Council
7633045604,GOLDEN CROWN CAKE SHOP,2/234 BEAUISH STREET CAMPSIE 2194,Canterbury,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,GOLDEN CROWN CAKE SHOP PTY LTD,21-04-16,City of Canterbury Council
7633045613,GOLDEN CROWN CAKE SHOP,2/234 BEAMISH STREET CAMPSIE 2194,Canterbury,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,GOLDEN CROWN CAKE SHOP PTY LTD,21-04-16,City of Canterbury Council
7250535041,GOLDEN FIVE STAR KEBAB AND PIZZA,185 OXFORD STREET DARLINGHURST 2010,Sydney,01-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$440 ,"KILINC, HALIT",02-08-16,City of Sydney Council
7250535050,GOLDEN FIVE STAR KEBAB AND PIZZA,185 OXFORD STREET DARLINGHURST 2010,Sydney,01-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",$440 ,"KILINC, HALIT",02-08-16,City of Sydney Council
7250535060,GOLDEN FIVE STAR KEBAB AND PIZZA,185 OXFORD STREET DARLINGHURST 2010,Sydney,01-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$440 ,"KILINC, HALIT",02-08-16,City of Sydney Council
3107542240,GOLDEN HOT BREAD,10 ZOE PLACE MOUNT DRUITT 2770,Blacktown,22-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warning given",$440 ,"NGO, KHEM HOT",26-08-16,Blacktown City Council
3107542489,GOLDEN HOT BREAD,10 ZOE PLACE MOUNT DRUITT 2770,Blacktown,06-10-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,$440 ,"NGO, KHEM HOT",10-10-16,Blacktown City Council
3108419023,GOLDEN KYUN RESTAURANT,1435 BOTANY ROAD BOTANY 2019,Botany Bay,08-06-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"MA, SUSAN",--,Botany Bay City Council
3072000810,GOLDEN PAVILION,14-16 BLAMEY STREET REVESBY 2212,Bankstown,09-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$440 ,"POON, JOHN CHI CHIU",16-05-16,Bankstown City Council
3072000829,GOLDEN PAVILION,14-16 BLAMEY STREET REVESBY 2212,Bankstown,09-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$440 ,"POON, WAN JIE",16-05-16,Bankstown City Council
3081593130,GOLDEN SEASON RESTAURANT,31 FORSYTH STREET WAGGA WAGGA 2650,Wagga Wagga,21-06-16,23086 - Not continue to have food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises,$660 ,CHINESE GOLDEN DRAGON PTY LTD,19-07-16,Wagga Wagga City Council
3081593140,GOLDEN SEASON RESTAURANT,31 FORSYTH STREET WAGGA WAGGA 2650,Wagga Wagga,21-06-16,11359 - Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,"$1,540 ",CHINESE GOLDEN DRAGON PTY LTD,22-06-16,Wagga Wagga City Council
3081597476,GOLDEN SEASONS FAMILY RESTAURANT,31 FORSYTH STREET WAGGA WAGGA 2650,Wagga Wagga,02-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - previous warnings given,$440 ,"ALMOSAWAY, MAITHAM",10-05-16,Wagga Wagga City Council
3131612780,GONG CHA,6/85 JOHN STREET CABRAMATTA 2166,Fairfield,20-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,$880 ,HUANGYANG PTY LTD,13-10-16,Fairfield City Council
3131612799,GONG CHA,6/85 JOHN STREET CABRAMATTA 2166,Fairfield,20-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap,$880 ,HUANGYANG PTY LTD,13-10-16,Fairfield City Council
3131612808,GONG CHA,6/85 JOHN STREET CABRAMATTA 2166,Fairfield,20-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels,$880 ,HUANGYANG PTY LTD,13-10-16,Fairfield City Council
3139660197,GONG CHA,291B ANZAC PARADE KINGSFORD 2032,Randwick,25-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,GT DRINK PTY LTD,18-08-16,Randwick City Council
7671714252,GOODIES JUICE BAR,20 JONSON ST BYRON BAY 2481,Byron,05-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,AQUA BLUE WATER MANAGEMENT SERVICES PTY LTD,12-02-16,Byron Shire Council
7671714261,GOODIES JUICE BAR,20 JONSON STREET BYRON BAY 2481,Byron,05-02-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warning given",$880 ,AQUA BLUE WATER MANAGEMENT SERVICES PTY LTD,12-02-16,Byron Shire Council
3108246350,GR8 THAI,8/70 BUTU WARGUN DRIVE PEMULWUY 2145,Holroyd,17-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap - single use towel,$880 ,GR8 THAI PTY LTD,21-03-16,Holroyd City Council
3147734893,GRAN GUSTO ITALIAN RESTAURANT,"SHOP B, 996 PITTWATER ROAD COLLAROY 2097",Northern Beaches,16-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"GDOVINOVA, ANDREA",18-08-16,Northern Beaches Council
3120775745,GRAND ORIENTAL,242 GEORGE STREET WINDSOR 2756,Hawkesbury,29-03-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to take all practicable measures to prevent the entry and harbourage of pests - previous warnings given,"$1,320 ",GRAND ORIENTAL PTY LTD,12-04-16,NSW Food Authority
3120775763,GRAND ORIENTAL,242 GEORGE STREET WINDSOR 2756,Hawkesbury,29-03-16,11373 - Not comply with requirements of food safety scheme - Corporation,"Fail to comply with the requirements of a food safety scheme - Fail to complete food safety monitoring, previous warnings given","$1,320 ",GRAND ORIENTAL PTY LTD,12-04-16,NSW Food Authority
3120775754,GRAND ORIENTAL,242 GEORGE STREET WINSOR 2756,Hawkesbury,29-03-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - previous warnings given,"$1,320 ",GRAND ORIENTAL PTY LTD,12-04-16,NSW Food Authority
3120333233,GRANGE BUFFET,170 RESERVOIR ROAD BLACKTOWN 2148,Blacktown,25-01-17,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,$880 ,J W AND C PTY LTD,31-01-17,Blacktown City Council
3108248038,GRANVILLE FRESH HOT BREAD,21 SOUTH STREET GRANVILLE 2142,Cumberland,23-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warning given",$440 ,"HUYNH, VI HAI",24-08-16,Holroyd City Council
3108248029,GRANVILLE FRESH HOT BREAD,21 SOUTH STREET GRANVILLE 2142,Cumberland,23-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warning given",$440 ,"LE CHAU, CHUNS",24-08-16,Holroyd City Council
3120777029,GREEN FARM MEAT PRODUCTS,"SHOP 1, 55 MARION STREET HARRIS PARK 2150",Parramatta,01-04-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,"$1,320 ",GREEN FARM MEAT PRODUCTS PTY LTD,17-05-16,NSW Food Authority
3120777038,GREEN FARM MEAT PRODUCTS,"SHOP 1, 55 MARION STREET HARRIS PARK 2150",Parramatta,01-04-16,11373 - Not comply with requirements of food safety scheme - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness","$1,320 ",GREEN FARM MEAT PRODUCTS PTY LTD,17-05-16,NSW Food Authority
3120777047,GREEN FARM MEAT PRODUCTS,"SHOP 1, 55 MARION STREET HARRIS PARK 2150",Parramatta,01-04-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels,"$1,320 ",GREEN FARM MEAT PRODUCTS PTY LTD,17-05-16,NSW Food Authority
3120777056,GREEN FARM MEAT PRODUCTS,"SHOP 1, 55 MARION STREET HARRIS PARK 2150",Parramatta,01-04-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to maintain accurate monitoring records - previous warnings given,"$1,320 ",GREEN FARM MEAT PRODUCTS PTY LTD,17-05-16,NSW Food Authority
7250541459,GREEN GOURMET VEGETARIAN RESTAURANT,115 KING STREET NEWTOWN 2042,Sydney,19-12-16,23086 - Not continue to have food safety supervisor for premises - Corporation,Fail to continue to have at least one food safety supervisor appointed for the premises,$660 ,GREEN GOURMET KITCHEN PTY LTD,23-02-17,City of Sydney Council
7250541468,GREEN GOURMET VEGETARIAN RESTAURANT,115 KING STREET NEWTOWN 2042,Sydney,19-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,$880 ,GREEN GOURMET KITCHEN PTY LTD,23-02-17,City of Sydney Council
3131612936,GREEN PEPPERCORN,11 RAILWAY PARADE FAIRFIELD 2165,Fairfield,08-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water,$880 ,INTHAVONG RESTAURANT GROUP PTY LTD,16-11-16,Fairfield City Council
3131612945,GREEN PEPPERCORN,11 RAILWAY PARADE FAIRFIELD 2165,Fairfield,08-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,INTHAVONG RESTAURANT GROUP PTY LTD,16-11-16,Fairfield City Council
3131612954,GREEN PEPPERCORN,11 RAILWAY PARADE FAIRFIELD 2165,Fairfield,08-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel,$880 ,INTHAVONG RESTAURANT GROUP PTY LTD,16-11-16,Fairfield City Council
3107542103,GREEN VALLEY SPICES,"SHOP 1000A, 17 PATRICK STREET BLACKTOWN 2148",Blacktown,29-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that eating and drinking utensils and food contact surfaces of equipment are in a clean and sanitary condition - previous warning given,$880 ,GREEN VALLEY SPICES (NORTH TERRACE) PTY LTD,01-08-16,Blacktown City Council
3123940665,GRILL'D CROWS NEST,57 WILLOUGHBY ROAD CROWS NEST 2065,North Sydney,02-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,$880 ,GRILL'D PTY LTD,03-11-16,North Sydney City Council
3108248101,GUILDFORD CAFE,123 FAIRFIELD ROAD GUILDFORD WEST 2161,Cumberland,05-10-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$440 ,"CEVIRCI, MUSTAFA",10-10-16,Holroyd City Council
3120775947,HAGAZI HALAL BUTCHERY,158 BEAMISH STREET CAMPSIE 2194,Canterbury,18-03-16,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain illegal preservative (sulphur dioxide) - 'Beef mince',$440 ,"ALI HEGAZI, NAGI IBRAHIM IBRAHIM",17-05-16,NSW Food Authority
3120775956,HAGAZI HALAL BUTCHERY,158 BEAMISH STREET CAMPSIE 2194,Canterbury,18-03-16,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain illegal preservative (sulphur dioxide) - 'Mince',$440 ,"ALI HEGAZI, NAGI IBRAHIM IBRAHIM",17-05-16,NSW Food Authority
